Year,WinTeam,LoseTeam,Win,Efficiency Margin,Offensive Efficiency,Defensive Efficiency,Tempo,Luck,Strength of Schedule,Opponent Offense,Opponent Defense,Non-Conference Strength of Schedule
2002,Xavier,Hawaii,1,5.470000000000001,1.0,-4.5,0.10000000000000853,0.045000000000000005,4.39,3.0999999999999943,-1.2000000000000028,10.25
2002,Arizona,Wyoming,1,9.5,11.5,2.1000000000000085,3.5,0.048,10.89,5.900000000000006,-5.099999999999994,23.07
2002,Duke,Notre Dame,1,14.900000000000002,4.900000000000006,-10.099999999999994,5.700000000000003,0.05899999999999999,3.0700000000000003,4.099999999999994,1.0,9.209999999999999
2002,Indiana,UNC Wilmington,1,13.430000000000001,6.599999999999994,-6.799999999999997,1.5,-0.047,13.14,7.5,-5.599999999999994,9.66
2002,Kansas,Stanford,1,8.649999999999999,2.1000000000000085,-6.5,7.0,0.043,0.1999999999999993,0.09999999999999432,-0.10000000000000853,5.2
2002,Kent St.,Alabama,0,1.6900000000000013,2.8999999999999915,1.0999999999999943,-3.0999999999999943,-0.068,-7.19,-2.0,5.199999999999989,-1.0800000000000003
2002,Kentucky,Tulsa,1,6.620000000000001,-2.5999999999999943,-9.200000000000003,-1.2000000000000028,-0.028999999999999998,11.27,6.599999999999994,-4.5,11.379999999999999
2002,Missouri,Ohio St.,0,-2.34,-0.20000000000000284,2.1000000000000085,3.8000000000000114,-0.015,-0.26000000000000156,1.0,1.2000000000000028,-1.04
2002,Oregon,Wake Forest,1,5.57,0.7000000000000028,-4.799999999999997,1.2999999999999972,-0.047999999999999994,-3.030000000000001,-1.0,1.8999999999999915,-8.5
2002,Connecticut,North Carolina St.,1,0.1999999999999993,-0.7999999999999972,-1.0,1.7000000000000028,0.051000000000000004,-0.3999999999999986,-1.5999999999999943,-1.0999999999999943,5.42
2002,Illinois,Creighton,1,11.370000000000001,4.299999999999997,-7.099999999999994,1.9000000000000057,-0.012999999999999998,9.43,5.099999999999994,-4.3999999999999915,5.859999999999999
2002,Maryland,Wisconsin,1,15.989999999999998,8.600000000000009,-7.299999999999997,9.900000000000006,-0.024,-0.03999999999999915,0.6000000000000085,0.5999999999999943,-2.8899999999999997
2002,Oklahoma,Xavier,1,7.43,3.9000000000000057,-3.5,0.5,-0.008,4.340000000000001,2.700000000000003,-1.6999999999999886,-2.8900000000000006
2002,Pittsburgh,California,1,3.9299999999999997,2.3999999999999915,-1.5,-2.799999999999997,-0.08800000000000001,-4.279999999999999,-3.9000000000000057,0.29999999999999716,-6.16
2002,Southern Illinois,Georgia,0,-5.009999999999998,-7.5,-2.5,1.0999999999999943,0.05500000000000001,-8.719999999999999,-3.3999999999999915,5.3999999999999915,-2.3299999999999996
2002,Texas,Mississippi St.,0,-0.6099999999999994,4.6000000000000085,5.299999999999997,0.7999999999999972,-0.128,1.6999999999999993,2.5999999999999943,0.8999999999999915,7.63
2002,UCLA,Cincinnati,0,-13.849999999999998,-4.400000000000006,9.399999999999991,1.1000000000000085,0.047,5.239999999999999,3.700000000000003,-1.5,5.050000000000001
2002,Indiana,Duke,0,-9.34,-6.900000000000006,2.5,-9.100000000000009,-0.022,3.5700000000000003,1.2000000000000028,-2.299999999999997,5.99
2002,Kent St.,Pittsburgh,0,0.4800000000000004,4.700000000000003,4.099999999999994,0.5,0.007,-2.05,1.2999999999999972,3.3999999999999915,8.459999999999999
2002,Missouri,UCLA,0,1.129999999999999,2.6000000000000085,1.4000000000000057,1.7000000000000028,-0.059000000000000004,-4.4,-2.3000000000000114,2.0,-9.170000000000002
2002,Oklahoma,Arizona,1,5.5,-4.200000000000003,-9.700000000000003,-4.799999999999997,-0.036,-5.09,-2.1000000000000085,3.0,-16.13
2002,Connecticut,Southern Illinois,1,5.869999999999997,3.200000000000003,-2.5999999999999943,-0.7000000000000028,0.027999999999999997,6.910000000000001,2.5,-4.3999999999999915,1.7400000000000002
2002,Kansas,Illinois,1,5.759999999999998,3.1000000000000085,-2.6000000000000085,8.0,0.006999999999999999,-0.3200000000000003,0.29999999999999716,0.6999999999999886,0.6600000000000001
2002,Maryland,Kentucky,1,7.029999999999998,5.799999999999997,-1.2000000000000028,4.900000000000006,0.053,-3.469999999999999,-1.0999999999999943,2.299999999999997,-4.749999999999999
2002,Oregon,Texas,1,5.289999999999999,3.299999999999997,-2.0,3.200000000000003,-0.019999999999999993,-2.0600000000000005,-1.0,1.0,-8.45
2002,Indiana,Kent St.,1,4.379999999999999,-2.799999999999997,-7.099999999999994,0.7999999999999972,-0.057,10.95,4.700000000000003,-6.199999999999989,12.1
2002,Oklahoma,Missouri,1,8.59,-1.2000000000000028,-9.700000000000003,-3.200000000000003,0.054000000000000006,1.1000000000000014,1.2000000000000028,0.10000000000000853,1.2599999999999998
2002,Kansas,Oregon,1,6.02,-0.5,-6.5,5.200000000000003,0.064,2.130000000000001,2.0,0.0,10.09
2002,Maryland,Connecticut,1,9.91,6.900000000000006,-3.0,3.9000000000000057,-0.038,1.7699999999999996,2.0,0.19999999999998863,1.4
2002,Indiana,Oklahoma,0,-1.2199999999999989,-1.0,0.20000000000000284,-1.4000000000000057,-0.093,4.27,1.2000000000000028,-3.0,10.96
2002,Maryland,Kansas,1,0.28999999999999915,0.5,0.20000000000000284,-3.700000000000003,0.0020000000000000018,-0.4299999999999997,-0.8999999999999915,-0.5,-3.79
2002,Maryland,Indiana,1,4.439999999999998,5.200000000000003,0.7999999999999972,7.900000000000006,0.07400000000000001,-3.34,-1.0999999999999943,2.1999999999999886,-8.39
2003,UNC Asheville,Texas Southern,0,-1.9399999999999995,2.9000000000000057,4.900000000000006,-0.7000000000000028,0.08000000000000002,5.06,3.200000000000003,-2.0,13.620000000000001
2003,Arizona,Vermont,1,24.740000000000002,14.299999999999997,-10.399999999999991,8.399999999999991,-0.026000000000000002,14.79,8.0,-6.700000000000003,14.209999999999999
2003,Arizona St.,Memphis,0,-0.25,2.8000000000000114,3.1000000000000085,-1.0,-0.019999999999999997,3.670000000000001,2.700000000000003,-1.0,1.92
2003,Central Michigan,Creighton,0,-7.41,-2.799999999999997,4.599999999999994,3.299999999999997,0.11199999999999999,0.73,1.0,0.29999999999999716,-1.1600000000000001
2003,California,North Carolina St.,1,0.4299999999999997,-1.8999999999999915,-2.299999999999997,1.7999999999999972,0.08499999999999999,-1.8000000000000007,-0.4000000000000057,1.2999999999999972,5.52
2003,Connecticut,BYU,1,1.7199999999999989,1.9000000000000057,0.09999999999999432,6.099999999999994,0.035,3.1900000000000004,-0.20000000000000284,-3.3999999999999915,-6.44
2003,Duke,Colorado St.,1,17.39,4.800000000000011,-12.5,3.3000000000000114,-0.062,4.8999999999999995,2.700000000000003,-2.299999999999997,4.659999999999999
2003,Gonzaga,Cincinnati,0,0.870000000000001,8.200000000000003,7.299999999999997,0.9000000000000057,0.048,-4.4399999999999995,-3.200000000000003,1.2000000000000028,0.0
2003,Illinois,Western Kentucky,1,12.370000000000001,4.8999999999999915,-7.6000000000000085,0.10000000000000853,-0.065,6.109999999999999,2.5,-3.5999999999999943,-2.98
2003,Kansas,Utah St.,1,20.740000000000002,7.5,-13.299999999999997,11.5,-0.021,13.41,7.400000000000006,-6.0,6.4399999999999995
2003,Marquette,Holy Cross,1,10.61,14.799999999999997,4.099999999999994,0.9000000000000057,0.006000000000000005,14.510000000000002,7.400000000000006,-7.099999999999994,4.35
2003,Missouri,Southern Illinois,1,5.540000000000001,1.7000000000000028,-3.799999999999997,-0.8999999999999915,-0.018999999999999996,9.379999999999999,3.5999999999999943,-5.800000000000011,1.2399999999999993
2003,Notre Dame,Milwaukee,1,7.140000000000001,7.199999999999989,0.09999999999999432,-0.7000000000000028,-0.016,9.700000000000001,3.0,-6.699999999999989,7.470000000000001
2003,Oklahoma,South Carolina St.,1,30.92,15.0,-16.0,-8.700000000000003,-0.081,23.229999999999997,12.5,-10.799999999999997,6.5
2003,Stanford,San Diego,1,6.24,5.099999999999994,-1.2000000000000028,-4.6000000000000085,0.062,5.369999999999999,2.0,-3.299999999999997,3.24
2003,Tulsa,Dayton,0,-1.5399999999999991,-9.200000000000003,-7.6000000000000085,3.9000000000000057,-0.14600000000000002,-4.27,-1.8000000000000114,2.5,-2.0299999999999994
2003,Wisconsin,Weber St.,1,12.829999999999998,2.0999999999999943,-10.700000000000003,-4.0,-0.098,9.07,5.799999999999997,-3.299999999999997,1.77
2003,Auburn,Saint Joseph's,0,-7.060000000000002,-0.7999999999999972,6.200000000000003,1.7999999999999972,0.101,5.180000000000001,1.7000000000000028,-3.5999999999999943,-5.7299999999999995
2003,Butler,Mississippi St.,0,-5.329999999999998,8.0,13.300000000000011,-5.900000000000006,0.133,-6.049999999999999,-3.0,3.0,0.56
2003,Florida,Sam Houston St.,1,20.92,14.200000000000003,-6.699999999999989,-2.0,-0.07900000000000001,15.59,9.0,-6.599999999999994,3.5
2003,Indiana,Alabama,1,-0.10000000000000142,3.200000000000003,3.299999999999997,-1.0999999999999943,0.065,0.0600000000000005,0.0,-0.09999999999999432,4.01
2003,Kentucky,IUPUI,1,28.1,13.0,-15.100000000000009,0.30000000000001137,-0.02100000000000001,14.08,6.5,-7.6000000000000085,5.81
2003,Louisville,Austin Peay,1,19.669999999999998,15.0,-4.6000000000000085,6.299999999999997,-0.19999999999999998,8.93,1.6999999999999886,-7.299999999999997,2.1099999999999994
2003,Maryland,UNC Wilmington,1,7.279999999999999,1.0999999999999943,-6.200000000000003,6.700000000000003,-0.047,12.08,8.0,-4.1000000000000085,1.7999999999999998
2003,Michigan St.,Colorado,1,4.790000000000001,0.7000000000000028,-4.1000000000000085,-5.900000000000006,-0.051000000000000004,1.7299999999999986,0.6000000000000085,-1.0,5.4799999999999995
2003,Oklahoma St.,Penn,1,3.959999999999999,-6.700000000000003,-10.699999999999989,4.599999999999994,-0.032,11.0,5.900000000000006,-5.0,-2.5
2003,Pittsburgh,Wagner,1,28.95,8.5,-20.5,-2.200000000000003,-0.07,14.83,6.700000000000003,-8.099999999999994,-5.460000000000001
2003,Purdue,LSU,0,-0.6199999999999974,-4.200000000000003,-3.6000000000000085,2.1000000000000085,0.021,2.7600000000000007,2.4000000000000057,-0.4000000000000057,11.89
2003,Syracuse,Manhattan,1,12.989999999999998,9.099999999999994,-3.799999999999997,2.1999999999999886,0.069,13.13,5.5,-7.700000000000003,1.51
2003,Texas,UNC Asheville,1,35.26,17.099999999999994,-18.200000000000003,1.7000000000000028,-0.127,17.93,9.400000000000006,-8.5,-2.8100000000000005
2003,Utah,Oregon,0,-0.13000000000000078,-4.700000000000003,-4.5,-10.5,0.036000000000000004,0.11000000000000032,2.0,1.9000000000000057,5.38
2003,Wake Forest,East Tennessee St.,1,17.77,13.100000000000009,-4.699999999999989,-7.700000000000003,0.03699999999999999,10.88,4.099999999999994,-6.700000000000003,-2.4299999999999997
2003,Xavier,Troy St.,1,13.5,7.200000000000003,-6.299999999999997,-2.700000000000003,-0.08600000000000001,11.16,6.200000000000003,-5.0,10.59
2003,Arizona,Gonzaga,1,11.05,2.299999999999997,-8.799999999999997,5.799999999999997,0.015000000000000001,5.129999999999999,3.3999999999999915,-1.5999999999999943,3.709999999999999
2003,Connecticut,Stanford,0,4.649999999999999,1.1000000000000085,-3.6000000000000085,5.299999999999997,-0.062,0.8100000000000005,0.7999999999999972,0.0,-7.57
2003,Duke,Central Michigan,1,13.48,5.400000000000006,-8.0,-1.0999999999999943,-0.16699999999999998,8.219999999999999,3.5,-4.799999999999997,2.6799999999999997
2003,Kansas,Arizona St.,1,11.919999999999998,1.3999999999999915,-10.5,4.5,-0.0030000000000000027,2.3499999999999996,2.0,-0.4000000000000057,-0.75
2003,Marquette,Missouri,1,3.8099999999999987,8.0,4.099999999999994,-0.7000000000000028,0.026000000000000002,-3.0299999999999994,-0.8999999999999915,2.1000000000000085,-3.3999999999999995
2003,Notre Dame,Illinois,0,-4.080000000000002,2.799999999999997,7.0,2.799999999999997,0.038,3.5500000000000007,1.5,-2.0,7.48
2003,Oklahoma,California,1,9.12,2.299999999999997,-6.8999999999999915,-4.0,-0.027999999999999997,2.869999999999999,0.5,-2.299999999999997,0.27
2003,Wisconsin,Tulsa,1,8.899999999999999,6.299999999999997,-2.5999999999999943,-5.400000000000006,0.037,5.51,3.1000000000000085,-2.3999999999999915,-2.91
2003,Auburn,Wake Forest,0,-6.109999999999999,-6.700000000000003,-0.6000000000000085,-1.2999999999999972,-0.022,1.1600000000000001,0.5,-0.7999999999999972,-0.06
2003,Butler,Louisville,0,-6.559999999999999,-0.3999999999999915,6.1000000000000085,-12.799999999999997,0.10099999999999999,-4.470000000000001,-1.7999999999999972,2.6999999999999886,-7.01
2003,Kentucky,Utah,1,14.72,9.599999999999994,-5.1000000000000085,5.900000000000006,-0.017000000000000008,5.39,1.5,-3.9000000000000057,3.5499999999999994
2003,Maryland,Xavier,0,2.09,-3.0,-5.200000000000003,3.5,-0.096,3.88,1.9000000000000057,-2.0,-7.0
2003,Michigan St.,Florida,0,-1.8599999999999994,-6.0,-4.1000000000000085,-1.0999999999999943,-0.059000000000000004,2.0999999999999996,1.4000000000000057,-0.6000000000000085,5.05
2003,Pittsburgh,Indiana,1,13.530000000000001,1.2999999999999972,-12.199999999999989,1.2999999999999972,-0.07100000000000001,-3.120000000000001,-1.5999999999999943,1.5999999999999943,-14.7
2003,Syracuse,Oklahoma St.,1,5.41,8.799999999999997,3.5,4.099999999999994,0.08,0.6900000000000013,0.0,-0.7999999999999972,-0.73
2003,Texas,Purdue,1,5.879999999999999,12.0,6.1000000000000085,0.3999999999999915,0.004,0.5899999999999999,-0.5,-1.0999999999999943,-3.0200000000000005
2003,Arizona,Notre Dame,1,6.510000000000002,-0.29999999999999716,-6.8999999999999915,2.799999999999997,-0.015000000000000001,-2.4400000000000013,-0.20000000000000284,2.299999999999997,3.429999999999999
2003,Kansas,Duke,1,4.77,-0.10000000000000853,-4.8999999999999915,1.5999999999999943,0.012999999999999998,1.9000000000000004,1.0,-0.9000000000000057,3.37
2003,Kentucky,Wisconsin,1,6.850000000000001,2.0,-4.900000000000006,5.400000000000006,0.075,3.7799999999999994,2.200000000000003,-1.6000000000000085,4.8999999999999995
2003,Marquette,Pittsburgh,0,-6.98,5.799999999999997,12.699999999999989,0.7000000000000028,0.09200000000000001,1.0500000000000007,0.7999999999999972,-0.29999999999999716,6.890000000000001
2003,Michigan St.,Maryland,0,-1.7399999999999984,-0.7999999999999972,1.0,-7.200000000000003,0.027999999999999997,1.7799999999999994,0.5,-1.2000000000000028,7.699999999999999
2003,Oklahoma,Butler,1,6.77,-3.700000000000003,-10.5,4.099999999999994,-0.03899999999999999,6.979999999999999,3.299999999999997,-3.6999999999999886,2.36
2003,Syracuse,Auburn,1,9.379999999999999,6.3999999999999915,-2.8999999999999915,4.8999999999999915,0.03200000000000001,0.9199999999999999,0.0,-0.9000000000000057,1.22
2003,Texas,Connecticut,1,4.050000000000001,8.099999999999994,4.1000000000000085,-2.299999999999997,-0.013000000000000001,1.9000000000000004,0.0,-2.0,5.34
2003,Kansas,Arizona,0,1.7399999999999984,-0.5,-2.200000000000003,-0.7999999999999972,-0.011000000000000001,2.710000000000001,1.4000000000000057,-1.4000000000000057,-2.6899999999999995
2003,Marquette,Kentucky,0,-7.66,3.700000000000003,11.299999999999997,-1.2000000000000028,0.01900000000000001,-2.619999999999999,-2.200000000000003,0.4000000000000057,-5.069999999999999
2003,Syracuse,Oklahoma,0,0.21999999999999886,2.5999999999999943,2.5,8.5,0.049,0.27000000000000135,-0.5999999999999943,-0.9000000000000057,-1.8499999999999999
2003,Texas,Michigan St.,1,3.1999999999999993,9.099999999999994,5.900000000000006,5.299999999999997,0.041,0.10000000000000142,-0.20000000000000284,-0.3999999999999915,-1.4100000000000001
2003,Kansas,Marquette,1,7.25,-4.700000000000003,-11.899999999999991,5.799999999999997,-0.08700000000000001,3.1799999999999997,2.299999999999997,-0.9000000000000057,5.4799999999999995
2003,Syracuse,Texas,0,-0.3500000000000014,-4.700000000000003,-4.299999999999997,1.7999999999999972,0.092,-0.5,-0.7000000000000028,-0.20000000000000284,-4.26
2003,Syracuse,Kansas,0,-5.350000000000001,-0.7000000000000028,4.700000000000003,-0.9000000000000057,0.1,-1.1899999999999995,-2.0,-0.7999999999999972,-6.63
2004,Florida A&M;,Lehigh,0,-2.3,1.0999999999999943,3.4000000000000057,6.799999999999997,-0.051,1.4299999999999997,1.2999999999999972,-0.09999999999999432,10.02
2004,Alabama,Southern Illinois,1,2.039999999999999,5.800000000000011,3.8000000000000114,-1.3999999999999915,-0.041,9.06,4.199999999999989,-4.799999999999997,6.609999999999999
2004,Connecticut,Vermont,1,28.950000000000003,15.700000000000003,-13.299999999999997,4.3999999999999915,-0.10300000000000001,17.57,10.700000000000003,-6.900000000000006,6.93
2004,DePaul,Dayton,1,1.3900000000000006,4.799999999999997,3.3999999999999915,0.5999999999999943,0.006999999999999992,1.87,0.4000000000000057,-1.3999999999999915,1.83
2004,Duke,Alabama St.,1,42.0,25.900000000000006,-16.099999999999994,6.0,-0.051,25.27,15.399999999999991,-9.900000000000006,6.26
2004,Gonzaga,Valparaiso,1,24.26,20.400000000000006,-3.8999999999999915,-2.700000000000003,-0.054000000000000006,3.97,0.30000000000001137,-3.5999999999999943,3.9600000000000004
2004,Manhattan,Florida,0,-4.700000000000001,-7.700000000000003,-3.0,-0.29999999999999716,0.035,-11.3,-4.799999999999997,6.5,0.45999999999999996
2004,Maryland,UTEP,1,4.9399999999999995,-1.5999999999999943,-6.6000000000000085,3.200000000000003,-0.054,9.96,7.799999999999997,-2.0999999999999943,6.05
2004,Nevada,Michigan St.,0,4.5,-5.0,-9.5,5.299999999999997,-0.023,-2.3999999999999995,0.4000000000000057,2.799999999999997,-3.879999999999999
2004,North Carolina,Air Force,1,7.450000000000001,4.799999999999997,-2.6999999999999886,18.699999999999996,-0.11499999999999999,14.14,7.699999999999989,-6.5,15.83
2004,Seton Hall,Arizona,1,1.179999999999998,-6.300000000000011,-7.5,-7.700000000000003,0.068,2.329999999999999,0.5,-1.7999999999999972,-5.62
2004,Saint Joseph's,Liberty,1,29.58,19.900000000000006,-9.599999999999994,-1.3999999999999915,0.06,11.52,6.1000000000000085,-5.400000000000006,3.01
2004,Stanford,UTSA,1,29.49,13.599999999999994,-16.0,-3.5,-0.051,11.07,6.5,-4.599999999999994,3.9
2004,Syracuse,BYU,1,0.5900000000000016,-0.7000000000000028,-1.2000000000000028,1.2999999999999972,0.06699999999999999,2.2,0.0,-2.200000000000003,-6.08
2004,Texas,Princeton,1,16.38,8.700000000000003,-7.700000000000003,8.5,0.0040000000000000036,14.7,9.600000000000009,-5.199999999999989,6.0
2004,Texas Tech,Charlotte,1,2.6999999999999993,-1.9000000000000057,-4.599999999999994,-2.6999999999999886,-0.004999999999999999,3.7300000000000004,4.0,0.29999999999999716,2.1499999999999995
2004,Wake Forest,VCU,1,12.33,17.10000000000001,4.700000000000003,4.800000000000011,-0.094,13.63,7.099999999999994,-6.5,2.56
2004,Boston College,Utah,1,1.0399999999999991,0.29999999999999716,-0.7000000000000028,3.6000000000000085,-0.017,2.9300000000000006,-0.5,-3.5,-0.010000000000000009
2004,Cincinnati,East Tennessee St.,1,12.79,11.700000000000003,-1.0999999999999943,-6.5,-0.014000000000000002,9.8,4.299999999999997,-5.5,4.77
2004,Georgia Tech,Northern Iowa,1,15.54,6.199999999999989,-9.300000000000011,4.800000000000011,-0.015,10.07,6.5,-3.5999999999999943,0.81
2004,Illinois,Murray St.,1,11.19,7.0,-4.200000000000003,-5.199999999999989,-0.009000000000000001,12.0,4.599999999999994,-7.3999999999999915,3.54
2004,Kansas,Illinois Chicago,1,10.25,5.8999999999999915,-4.400000000000006,4.200000000000003,-0.019000000000000003,11.5,5.8999999999999915,-5.5,10.81
2004,Kentucky,Florida A&M;,1,32.0,15.200000000000003,-16.900000000000006,-5.099999999999994,0.027,19.23,11.600000000000009,-7.599999999999994,5.86
2004,Memphis,South Carolina,1,1.1300000000000008,2.0999999999999943,1.0,1.2999999999999972,0.011000000000000001,-0.6200000000000001,0.0,0.5999999999999943,9.3
2004,Mississippi St.,Monmouth,1,25.05,16.0,-8.900000000000006,1.9000000000000057,-0.09099999999999998,13.36,5.8999999999999915,-7.400000000000006,-2.15
2004,North Carolina St.,Louisiana Lafayette,1,13.249999999999998,9.0,-4.200000000000003,-5.599999999999994,-0.077,12.64,6.099999999999994,-6.5,-5.57
2004,Oklahoma St.,Eastern Washington,1,23.549999999999997,12.200000000000003,-11.400000000000006,0.5,0.015,8.98,4.8999999999999915,-4.1000000000000085,-6.07
2004,Pacific,Providence,0,-9.19,-3.9000000000000057,5.299999999999997,-1.1000000000000085,0.09499999999999999,-9.209999999999999,-4.5,4.700000000000003,-2.8599999999999994
2004,Pittsburgh,UCF,1,19.55,10.900000000000006,-8.5,-3.6000000000000014,-0.117,13.65,5.8999999999999915,-7.700000000000003,2.3600000000000003
2004,UAB,Washington,0,2.7700000000000014,-5.5,-8.200000000000003,-2.299999999999997,-0.013000000000000001,0.09999999999999964,-0.29999999999999716,-0.30000000000001137,1.9099999999999997
2004,Vanderbilt,Western Michigan,1,2.3199999999999985,-0.19999999999998863,-2.5999999999999943,-1.7999999999999972,-0.041,9.17,4.699999999999989,-4.5,-1.9
2004,Wisconsin,Richmond,1,10.270000000000001,9.5,-0.7999999999999972,-2.0,0.06,2.5300000000000002,1.5,-1.0999999999999943,-0.8700000000000001
2004,Xavier,Louisville,1,-0.2099999999999973,6.799999999999997,7.0,-3.3000000000000114,0.055999999999999994,-0.7299999999999995,0.0,0.7999999999999972,-3.0100000000000007
2004,Alabama,Stanford,0,-6.0,2.8000000000000114,8.900000000000006,-0.7000000000000028,-0.046,7.66,3.1999999999999886,-4.400000000000006,9.19
2004,Connecticut,DePaul,1,16.560000000000002,3.700000000000003,-12.799999999999997,5.599999999999994,-0.081,2.7199999999999998,1.2000000000000028,-1.6000000000000085,-0.3700000000000001
2004,Duke,Seton Hall,1,14.520000000000003,8.300000000000011,-6.199999999999989,2.3000000000000114,-0.023999999999999997,4.370000000000001,2.299999999999997,-2.1000000000000085,2.88
